x1,x2,stop,event,log_exposure
0.5621166546881184,0.5602005194734958,0.8,0,0.02923944944863277
-0.6224567253694104,-0.00981504446292902,1.3,1,-0.29147196006479376
0.0005379317968728325,0.05742743529375752,0.5,0,-0.5329743997395706
2.1827353149228874,-0.2838465851137296,0.2,1,-0.07865989667468497
-0.2918414767913422,-0.45808678224024874,0.2,1,-0.2111455943900316
1.0360084458012735,-0.41285520482296567,0.9,0,0.4520401813561728
-0.08823860657696682,0.8805672993660527,0.6,0,0.22197460094801408
0.7614050620254911,-0.9745347184508436,0.3,1,-0.9247195287238945
1.8149398181019112,0.2774672661932712,0.1,1,0.5322436492410036
0.9508318268926117,0.330994128784945,0.1,1,-0.19543833094140942
1.71577917668731,-0.3475170991792483,0.8,1,-0.6118129763783912
-0.6221306704910322,0.41314764497061,0.1,1,1.073298634824153
1.3909164217176204,-0.008699663092493629,0.1,1,-0.041062673685076226
0.911887441695873,1.5732061392170742,0.7,0,0.08207605144312358
-1.4038758246581318,1.3962746946529592,0.2,1,0.3142109380456991
1.1579501559291507,-0.4722163669729055,0.4,0,-0.5858903101974973
-0.03536798716239924,-0.4518227245153059,0.8,0,0.08843898776499487
0.847159439220348,-0.6013952872919549,0.3,1,0.15438331794487273
0.6682465499736847,1.4154224567570421,0.4,0,-0.2776824033505806
-1.7327119662958588,0.45584930000394674,0.1,0,0.19284196181029714
-0.05027535860601072,-0.4717914829822934,1.0,0,0.41178375853220744
0.46831715027684095,-0.10515117637347106,0.1,1,0.1689842207911908
-1.531273914208199,-0.5836977536047808,0.4,1,-1.024020925906445
-0.005232956661738631,-0.7346784533038325,0.1,1,-0.1542676342591113
-1.3312344973345973,2.490972812485534,0.4,0,0.2037571996614635
1.4667042141082407,1.317750085838152,0.1,1,0.8357390818688714
0.12417212065509349,-2.0642187115923916,0.1,1,0.39661080066169974
-0.2750478612195643,0.5476121684207863,0.1,0,0.25904960141286204
-0.44387589350892703,-0.5810065537325665,1.1,1,-0.5596974768217984
0.3574570028319219,2.149174320744703,0.5,1,0.36432414115908496
