"x1","x2","x3","provider","wt","stop","event","off1"
2.28724716134052,-0.319705638492655,0.128696481086467,6,1.73,0.25,1,0.0298601324103405
-1.19677168222235,1.16506594095434,-0.549865819896481,1,1.58,0.01,0,-0.0129378011081884
-0.694292510435459,-0.621710548852954,-1.3860439847847,3,1.6,1.4,0,0.187344780081872
-0.412292951136803,1.24821318974761,-0.141628664547421,7,0.73,0.4,1,-0.179986700937845
-0.970673341119483,1.44040154175803,-0.962457437372707,5,1.82,0.31,0,0.198415143830641
-0.947279945228108,0.761993438051646,0.804606108196667,6,1.21,0.6,1,0.161293752955576
0.748139340290551,0.559371235043494,-1.26105829273115,3,1.92,0.92,0,0.0735967835470481
-0.116955225887152,1.59926380606136,-0.567595435071529,8,1.62,2.06,0,-0.194350411129848
0.152657626282234,-0.0984577348497266,-0.593088811491187,2,0.94,1.77,0,0.20974343255094
2.18997810732938,-1.44955378408453,-0.631569288126982,5,1.4,0.02,1,0.303095993728456
0.356986230329022,-0.257661306022534,0.975375797749691,7,1.69,0.02,1,0.194248396857618
2.71675178313072,-2.03307133053586,0.723043725622232,4,1.91,0.2,1,0.099540626251283
2.28145192598956,0.586964171521814,0.728705205411827,8,0.69,0.01,1,-0.102744880322666
0.324020540138516,0.160586532497448,1.64982680636279,7,1.01,0.45,0,0.0366410510239266
1.89606706680993,0.113152868098609,0.613546794303981,1,0.65,0.14,1,0.0183791818135999
0.467680511321698,0.571690606907295,1.07171866500858,3,1.69,0.13,1,0.10715616765644
-0.893800723085444,-0.965529654198486,0.920933810576319,5,0.66,0.4,0,-0.328279554598979
-0.307328299537195,0.318001153011963,-0.305813099857354,1,1.04,0.06,1,0.108495686731796
-0.00482242226757041,-0.173507589831652,-0.0293348106180357,4,0.53,0.83,1,-0.189899515774764
0.988164149499945,-0.912611180892733,-0.0835587111939571,4,0.71,1.5,0,-0.227337185545757
0.839750359624071,-1.84689477261196,-0.102568477031457,6,1.62,0.15,0,0.0091893825901442
0.7053418309055,0.669518018064674,-1.07839089249703,7,1.83,0.47,1,0.177275066040931
1.30596472081169,-0.10878651884558,0.995173856415344,5,1.5,0.29,1,0.162207723417863
-1.38799621659285,1.56657535133156,0.861950498232212,5,0.71,0.99,1,-0.105505290857777
1.27291686425524,-0.844845231664534,-0.675162889045816,2,1.57,0.05,1,0.346493966971529
0.184192771235767,1.09764928445014,-0.310669336053977,4,0.93,0.12,1,0.262241547243687
0.752279895740033,0.300880342777658,-0.600511149118252,5,1.92,0.11,1,0.136511021700384
0.591745052462727,-0.776966252164885,-1.03692072487807,6,1.88,0.47,1,0.216300310465054
-0.983052595771021,-0.0384341786514671,1.10666608042091,7,1.93,0.19,1,0.0612696272537885
-0.276063955112006,1.1094895688729,0.182314363375642,3,1.09,1.8,0,-0.117271166919899
-0.870851022568591,0.536325265519539,0.0297147507919987,4,1.85,3.14,1,-0.44836082138346
0.718710553084245,-0.363348458160517,0.463988246410912,4,1.81,0.31,1,0.370984853321756
0.110652877769336,-0.105500711521686,-0.235456449626003,7,0.56,0.19,0,0.418865985133189
-0.0784667679717042,0.333874642838748,-0.458275162813252,8,1.78,0.56,0,-0.0597396123521769
-0.420490459341998,0.810231052233449,-1.40381084764901,2,0.73,0.65,1,0.187117835429535
-0.562125876285266,-1.68369538291599,0.0482292282302689,1,0.72,0.11,1,-0.041750259546229
0.997513444755305,0.665727842940325,-0.494701699659239,3,0.86,1.04,1,-0.006630242575786
-1.10513005881326,-0.792387534902228,0.15194554679762,1,1.67,0.16,1,0.236745973818036
-0.142287830774585,1.52772330323139,-0.208000767553892,2,0.83,0.94,1,0.131251876157599
0.314994904887913,-1.48669239819309,0.045861812888262,1,1.28,0.1,1,-0.0714253533705578
1.21855053450735,-0.671148581444223,1.94812758411482,4,1.36,0.22,0,0.14227099647486
-0.699317078685514,1.67517744656645,-0.111341460081061,5,1.55,0.41,0,0.156871772480082
-0.285432751528726,0.611932060733769,-0.958854705794952,8,1.26,1.35,0,-0.313067842882112
-1.31155267260939,-0.232205645663054,-0.77675499028554,4,1.57,0.81,1,0.264362599918121
-0.391012431449258,0.605293318467236,0.0789226725108414,5,1.09,0.29,0,0.151624914790505
-0.401526613094972,-1.15910612400247,-1.47099715309797,4,0.85,0.21,1,-0.197018484514901
1.35051758092295,-1.16442927180537,-0.363250468695702,3,0.93,0.27,0,0.304952213277485
0.591190027089221,-0.869924947468547,-1.00009452456195,1,0.98,0.01,1,0.133113137022978
0.100525455628569,-0.261105717516976,0.554065125595034,7,1.46,0.01,1,0.322757555049489
0.931071995520097,-0.494195664397396,1.93936843095004,2,0.9,0.1,1,0.297371817992433
-0.262742348566532,-1.30582273133424,-0.44609932492197,8,0.9,0.58,0,0.0208740499281529
-0.00766810471266396,2.02341262073562,0.631364410516045,8,1.02,1.36,0,-0.00731694092753351
0.367153006545634,-0.755648821230709,-2.62145436584417,5,1.83,0.22,1,-0.303361395619231
1.70716254513761,-0.241594618921859,0.290814665330719,8,1.48,0.83,1,0.0685287688637837
0.72374026252838,1.09715889933293,-1.0512214027835,8,1.84,1.45,1,0.1772355207653
0.481036048707917,-0.946612751147478,1.02674483026854,3,1.09,1.13,1,-0.17142270420322
-1.56786824422525,-1.13395992126936,-0.565293548149293,1,1.75,0.53,0,-0.00704259171504053
0.318250283480828,-0.883383522737009,0.0706353531597011,4,1.44,0.03,1,-0.0361991256516008
