x1,x2,id,cluster,strata,start,stop,event
-0.3085644986389019,0.8177608165726642,1,0,2,0.14,0.91,1
-0.6902729291904702,-0.5867261098810345,2,1,1,0.26,1.04,0
0.930240007280311,-0.1750916628217279,3,1,0,0.2,0.38,1
0.36560135130035043,-1.3637321765411965,4,1,2,0.18,0.71,1
-0.41820986190980264,2.320330188084025,5,2,1,0.24,6.07,1
0.6528498284466163,0.052970433297943126,6,2,2,0.04,0.87,0
0.29961756328026085,-1.0442895456840422,7,2,1,0.08,0.39,1
-0.8909578981611629,-0.0925922157109714,8,3,1,0.16,2.27,0
0.7282377622446351,-2.201236381909008,9,3,1,0.08,0.57,0
2.2708330921391773,-0.8115693732230942,10,4,0,0.15,1.24,0
-0.39647038134042933,-2.414012620224965,11,4,2,0.08,1.28,0
-1.263610589674703,0.010187998661147016,12,4,1,0.16,1.89,0
0.40604445679785983,-1.3801131559514552,13,5,0,0.26,1.07,1
-1.5625245386083917,-1.1787537986301535,14,6,2,0.29,4.4,1
1.4873424530817847,-0.6329373240983752,15,6,1,0.02,0.06,0
0.9102397186829738,0.19653776704953638,16,7,0,0.07,0.94,1
1.5763861554217564,0.597739968609608,17,8,1,0.24,0.74,1
-0.5499067152254572,-0.8623557562532286,18,8,2,0.26,1.75,1
1.064445976182115,0.24033093334294447,19,9,0,0.09,2.64,0
0.42630685312674643,1.3272156297364688,20,10,0,0.0,0.54,1
0.23490690998988403,0.6877659214255643,21,11,0,0.01,1.55,1
-0.6137148657806394,-1.1101078202024102,22,11,2,0.12,2.25,0
-1.0821885617691003,-0.5986385523118238,23,11,1,0.13,1.33,0
1.4025912890525607,0.3149970584036983,24,12,2,0.02,1.29,1
-0.09800232625333877,-0.9848795110826211,25,12,1,0.26,3.2,1
-0.06382474620841368,1.6508834341994396,26,12,0,0.13,2.32,1
1.0430605300274884,0.2061449543735757,27,13,0,0.13,0.69,1
-0.05651139174026272,0.7810086091023345,28,13,2,0.03,1.18,0
0.10694846865510649,0.9815435513532969,29,14,0,0.06,1.83,0
0.9563625862300068,1.084860099316552,30,14,1,0.17,1.14,0
-0.5417865285271376,-1.0543738525526292,31,14,1,0.1,2.28,1
1.6047161649395845,-1.0090896868220218,32,15,1,0.07,0.36,1
-0.8850473168370314,-0.11343782537591199,33,15,2,0.23,0.54,0
0.5213752172076339,-0.09692725623286215,34,16,1,0.01,0.41,0
1.1339900556323588,-1.2085921401818998,35,17,0,0.2,1.31,1
-1.201931083754826,-0.665777752068272,36,17,2,0.03,1.91,1
0.6233233816633397,0.49929823759485165,37,17,0,0.06,1.8,0
-0.3962362428943856,0.7816286619121029,38,18,1,0.1,0.18,0
0.2551538283513772,-0.18727500416781634,39,18,0,0.08,2.48,1
-0.6639013237193431,0.3372654617999144,40,18,1,0.01,0.54,0
-0.5342906621630812,0.04759004212081871,41,19,2,0.08,2.2,0
-0.8502216763194348,-0.4192956193459382,42,19,1,0.08,0.61,0
-0.06774434363142563,-0.39117307725707157,43,19,1,0.07,0.42,1
0.5040237280342014,0.20008261866107555,44,20,1,0.14,0.16,0
-0.09627680834723482,0.8819626356501066,45,20,1,0.18,2.5,1
-1.2034158316921317,1.27316533826064,46,20,2,0.22,1.01,1
-1.5242934794926246,1.1739607359431676,47,21,0,0.09,2.92,0
1.3187502929608186,1.5632833948863571,48,22,0,0.2,0.4,0
0.509256813562633,0.8775019545787571,49,22,2,0.22,0.63,0
0.9379015860520119,0.27473645111269884,50,23,0,0.29,3.29,1
0.42095523946008967,0.9478940815642163,51,24,1,0.09,4.86,1
0.3814161538671718,0.012940105652505106,52,25,1,0.21,0.67,1
0.3124844943558871,0.2426018300308915,53,25,0,0.29,0.86,0
1.4169939871659807,-0.7202166979403166,54,25,1,0.28,0.31,1
-0.5490223610738807,0.7801486646911067,55,26,0,0.15,2.09,0
-0.42936006806243787,-0.8512319904295358,56,26,0,0.1,0.19,0
0.09931522695410107,0.6185043100210045,57,26,0,0.07,0.52,0
1.0958737278845416,-1.0392585081484442,58,27,2,0.0,0.84,1
-0.48397337983940586,0.07555335374048858,59,27,0,0.15,0.39,0
0.24155241499679717,0.5610370506809188,60,27,2,0.29,3.74,1
0.29891872075978204,-0.21588101206510305,61,28,1,0.27,0.8,0
-1.157578066840543,-0.3229536252949971,62,28,0,0.11,0.83,0
1.6452304820063515,1.3871869503286491,63,29,0,0.25,1.3,0
0.5517619887060509,-0.9420911480463088,64,30,0,0.09,1.36,0
-0.4224950916640137,0.9412978738307757,65,31,1,0.02,1.14,1
-1.5514730088496334,-0.9032531955224737,66,31,0,0.16,1.63,0
0.3766130177796364,-1.894120484169635,67,31,2,0.16,2.82,0
0.659930423861581,-0.5172636112883402,68,32,1,0.06,0.16,0
2.1704877735094357,-0.014741415355049853,69,33,2,0.16,0.22,1
0.630245250090032,0.46133643966729304,70,33,1,0.07,3.13,0
1.6738265197568705,-0.09009335053840133,71,34,0,0.22,1.06,1
0.5142245409961795,-0.506249266123322,72,34,1,0.16,4.66,0
-1.5650847832334238,-0.03227270031642077,73,35,2,0.27,1.22,0
0.10836980406049572,-0.6491717601943263,74,36,1,0.23,3.4,0
-0.8777950775192146,0.2749340155011382,75,37,1,0.24,2.97,0
0.12831964806555166,-0.2377093108403034,76,37,1,0.12,0.37,0
2.6624493435026637,-0.06398492627054513,77,37,0,0.16,0.43,0
1.1722475446986382,-1.0747741951822931,78,38,2,0.22,1.02,1
1.606436833542664,-0.3248197829092088,79,38,1,0.12,0.51,1
-0.6602143838571545,-0.500890941212077,80,39,2,0.14,0.33,1
-0.2165370802017068,-0.7169140773217452,81,39,1,0.02,0.84,1
-1.14004793041954,-0.3258054651482726,82,39,2,0.28,0.48,0
-1.1219411238064576,-0.4243861468957713,83,40,2,0.08,4.1,0
-0.4405175901021433,-1.0329596333884286,84,40,2,0.14,4.17,0
0.027645891891903154,-0.25559164092552644,85,41,0,0.17,0.7,0
-0.39544925651649554,-1.132370561267599,86,41,1,0.13,1.25,0
-2.4938714230800447,2.1929927204120316,87,41,1,0.19,0.4,0
0.3444195051774004,-0.44680367191712983,88,42,1,0.27,2.35,1
0.36116895248047287,-0.04130646399456409,89,42,2,0.23,0.81,1
-0.18870671765542685,-1.5981899438071037,90,43,0,0.12,2.41,1
-1.3855242312641818,0.6142531044084919,91,44,0,0.27,7.98,1
1.0489662327942988,1.274340651194201,92,45,1,0.03,0.27,0
-1.2513875037436049,0.8535553164084018,93,45,0,0.08,0.75,1
2.526446551359318,0.6902270422218033,94,45,0,0.12,1.31,1
0.6892168766587499,0.5375954578378436,95,46,2,0.21,1.51,1
-1.7965424491508746,0.9423842032339633,96,46,1,0.08,0.4,0
1.018837600065397,-0.05445734629592253,97,47,0,0.01,1.27,1
-0.6883419534488141,-0.3545705457280668,98,47,0,0.23,2.51,1
0.36016391809258536,1.1062630246022902,99,47,0,0.04,2.17,1
0.11760993139727952,0.3549734601924995,100,48,2,0.29,0.38,0
0.09518665545795274,-0.5729346124182894,101,49,0,0.15,0.33,1
-0.8684075738433161,0.24177382969091607,102,50,2,0.15,1.04,0
-0.1733806280518638,0.17766745645775903,103,50,1,0.19,0.36,1
2.369793582133364,0.8293136797637246,104,50,0,0.28,0.34,1
-1.238315507415902,0.6267858543244743,105,51,1,0.01,2.39,0
0.2413495420830391,2.0697083086435084,106,51,0,0.08,0.18,0
0.6600131404166928,1.4195945198013469,107,52,1,0.11,1.45,0
