x1,x2,x3,time,event
-0.7901524999630146,-2.0346254818318728,0.6033017469247647,0.4,1
0.7442945298799118,-0.30968679986627135,0.36732137294554024,0.7,1
1.7103942914776449,1.0607978400658138,0.7076390208060754,0.1,0
0.687749388505445,-0.8635674537523599,0.9640167316735617,0.1,1
-1.6484628156748702,-0.3320918127686623,-0.4372938409341125,0.6,0
-1.7285187058460105,-0.11033888700145329,1.6434550766344018,0.2,1
-0.3401273376251148,-1.2076033402593367,-0.09105371850643591,0.5,0
0.8539243165009879,0.19321811565038277,-0.0026657164631725457,0.6,1
-1.4092222584076113,0.5010157424554261,0.4857310867836978,0.3,1
1.3412662057172517,1.489053273620953,0.6885829801010488,0.3,1
-1.6424168811861135,-1.4353935022152693,-1.0979784550410603,1.0,0
0.2949249577826172,-0.7872461020555568,1.3095376610763625,0.7,1
0.24385526074207703,0.3647673957005642,0.7505081047151582,0.3,1
0.3402479014279051,-1.410567008519284,2.4519291799137406,0.1,1
1.4629889056618062,1.5231286713207461,-0.747482633005506,0.3,0
-1.8474977757527729,-1.5066347122204127,-1.0534632139707452,3.4,0
0.8821394661683425,0.9003194108080018,1.458392914492266,0.8,0
2.1424499559696035,0.520907608641395,0.35456182486107,0.1,1
-0.3630023322412846,-0.3364626948247302,-1.1577837086639562,0.3,1
0.5108001267806528,0.31817103995393936,-0.40519828505149047,0.2,1
-0.8105855180514764,0.4569514283527267,1.3061600648002516,0.1,0
0.08149811962435799,0.283769043991715,-0.5481664388036902,1.5,1
-0.24852584993024826,-0.316502228872869,-0.28507864375164177,0.1,0
-0.5972447789424902,0.39638337815465297,1.299729294584818,0.3,1
-0.9471755173776237,1.399206733762922,-0.4030024427643251,1.8,0
-0.3670887832022261,-2.156465891031795,-2.4214757028147136,1.0,0
0.7355030418952013,-1.0910834111861687,0.8053083193545435,0.1,1
0.0506258749302553,0.25047314441891266,1.3333047650292276,0.5,1
-0.07235507810650275,-3.266109626900781,-1.7386253816354431,0.2,1
0.9726320393610063,1.9966802757394717,-0.0959510712489476,0.9,0
-0.7021989961574707,-1.3922152843740014,0.5460539227830125,0.4,1
-1.7978869910322424,-1.2458110970488758,0.13593303415097105,0.4,0
0.10193435827415738,-0.25881429911438986,1.0633871991386725,0.4,0
-1.2434108483131787,-1.1908289680185653,-0.41835826023423806,0.9,1
0.06514130541235665,-0.33776597932135133,1.9926934632930988,0.1,0
-0.6038749284696677,0.6353444026481467,-0.5863985454843593,0.5,1
0.32070076181766505,-0.44288987320589074,-0.3930264282023863,0.1,1
1.6236606471244344,-0.3370287449509327,1.717137602600714,0.3,1
-0.7395275859374345,-0.4687958310565263,1.1094437944687192,0.1,1
-2.4796627301290615,-1.6738548611248323,0.017970567538416533,0.3,1
0.4769025612341218,0.572874447652,-0.32603171327496583,1.1,0
-1.445288051330184,0.8344402255183119,0.4463434239168314,0.2,0
-1.1413536375669875,0.086159770010023,1.8212474936650729,0.7,0
0.12384311381992381,-1.203055835479905,-0.43304451513991543,0.1,1
-0.3743856973572253,0.343774784536143,0.9137045525953229,0.3,0
-0.9501811147875836,-0.6631195503480085,1.0307128408667245,0.3,0
0.7474182359227032,1.372842472022908,-1.4860474697238528,0.1,0
-0.9748646700352468,1.017571266997083,-0.9689534065304122,1.1,0
0.3260295795020977,-0.05872880157435437,-0.7625406017296437,0.2,0
1.4869346517308482,-0.01846397125559416,-0.5193776111239747,0.4,0
-0.16606181150340987,0.2486835634516813,-1.6059970548987101,0.2,0
-0.8824423176436275,-1.306421561011806,-2.1444014751213403,0.2,0
0.9906379104868016,1.4555468413376667,1.206301853624445,0.1,1
-1.8054627804204249,0.40205037746269695,0.6874603149381401,0.5,0
-0.5840430018544682,0.8271788028933632,-1.13951934123539,0.7,0
-1.0970877955992548,-0.85186538118955,-0.7380017715397352,0.1,0
-1.0297810758013295,0.9723243298438183,-1.0926869926305636,0.8,0
-0.47720456423926405,-0.6522787242637652,2.229534055292334,0.2,1
-0.9170499281446733,0.4740528404933058,1.8401368790608272,0.2,1
-1.2059589569755316,-0.8481647026727926,-0.3396567977441291,0.4,0
-1.347158647335725,1.2365289078642858,-0.48556896041500197,1.2,1
1.0603375635859267,0.5343854064888905,0.01762393500977733,0.7,1
0.9645665423111738,-0.30992197991812565,1.0610695937668226,0.4,1
-1.327981578122005,-0.7545111796812694,1.2139317951034936,0.9,0
-2.115674403792649,0.47631853384720746,-0.4167015570878098,0.2,0
-0.5524153008198199,-0.704992959859966,1.2907609274358105,0.2,1
-1.53790096641381,0.8351830044981331,0.47715353484453255,0.6,1
-0.42976071690263423,-0.08873681259349563,0.7069849072540032,0.3,0
-0.5978325035881158,-1.5216379696484426,0.2820181948983559,0.8,1
-0.8466737927045382,-0.41307974188931745,0.052500918683702914,0.1,1
0.7372576185846613,1.8166662662352746,0.3425548443008916,0.1,0
0.11512485888677462,0.8195065355669848,0.2857616675517918,0.1,1
-1.6911870684214059,-0.6028398685580639,-1.2396781596297055,0.6,1
0.6966144013407269,1.273376495479946,0.3562085674218433,0.3,1
-1.0315389287938335,0.8011626504321825,-0.9635564556977543,0.2,1
0.25332829543805635,-1.1998636646360687,-1.387117855692386,0.3,0
-1.4044433371205838,0.017281189226604748,-0.6618494748148305,0.4,1
0.4364287775381311,-1.2993407460789876,0.4902551811040163,0.2,1
-0.6192310251064989,1.2525855584216463,1.0197375299280158,0.3,1
-0.21625822875989165,0.10828074864108106,0.24359953875065973,2.2,1
0.4637568545667715,-0.2742268865909811,1.095647855704023,0.1,1
-0.5084494248243437,-1.925134831754206,0.2463602052071289,0.1,1
-0.1083916331526644,0.8324189998126181,0.5959964367140927,0.7,0
0.12948589152871934,0.10728639312158916,0.1267161833070499,1.4,1
-0.6592717798877564,-1.217442086883172,-0.8209204641194146,0.3,1
-0.09132381544829293,-2.265362499238605,-0.43572113149508396,0.2,1
-0.9819438560963549,-0.08817387560086946,-0.8134439107624751,2.4,0
0.062289939653688974,-0.22815505708156877,1.2960766664647623,0.2,0
-0.3432452827822298,-0.2435304058786614,0.025746167320006196,1.0,1
-1.8178855444046158,-1.0721804757233129,1.4362382563890916,1.0,0
0.5164966568607166,0.08427974635315506,1.081539182121713,0.4,0
-0.18024403472927691,-0.24915198484000245,-0.3026655823971458,0.2,1
-1.7759262400550233,0.9390840033727519,-0.1891779538732973,0.8,0
