x1,x2,id,start,stop,event
1.8117203538153117,-0.7290535593099604,1,0.18,0.8,1
-1.085626486216842,-0.4019110540118985,2,0.1,2.37,1
-1.1525924202528666,1.5082245979543178,3,0.35,1.89,0
0.8799003751433262,0.6376331108390758,4,0.14,0.71,0
1.4098711969174338,-0.6013371435008042,5,0.31,0.43,1
-1.3141295287642631,0.34707105924507203,6,0.25,0.4,2
0.30928530325756975,-0.8555222693669294,7,0.27,0.67,2
0.5358478388642054,1.472075036234297,8,0.16,1.26,1
-0.5333133801615554,0.1946808667698343,9,0.34,0.6,2
0.3442433434023035,0.4858186700589222,10,0.02,3.94,2
1.0229046256720604,0.5884812979394284,11,0.36,1.34,0
1.3996596900845397,-0.8102606906416148,12,0.07,0.16,1
-0.4721162046105154,0.8197165206408423,13,0.3,0.37,0
-0.44243047086296666,-0.5598614612204968,14,0.15,1.25,0
-0.045490851534680146,0.3522498740560033,15,0.07,0.16,1
-0.4976770833287136,0.5931558869364731,16,0.02,0.1,0
1.3875743135329424,-1.7844949637251184,17,0.23,1.08,1
-2.2867480707439607,0.7529525996120232,18,0.39,0.74,2
-0.7963274933524559,1.456338712618061,19,0.35,0.64,0
2.869419620334223,-0.1417556531747141,20,0.18,1.33,0
-0.38360750106873287,-0.006955671435974909,21,0.12,0.82,0
0.28156335580553693,-0.04537792429784307,22,0.03,0.48,0
-0.9037937899515781,0.4142696430423947,23,0.05,0.86,2
-2.0191241562791005,0.39333926410180386,24,0.3,0.43,2
0.10049274652194339,1.3082414891222724,25,0.05,0.84,0
0.16334949901557833,0.48536619729470293,26,0.34,2.13,0
-0.9463490063330606,0.17447654955057992,27,0.13,0.63,0
0.776993025934156,1.0210192652595211,28,0.26,0.83,0
0.11872045591781351,1.585394321486829,29,0.1,0.66,0
1.2754792438415863,-0.6520211074260309,30,0.28,0.95,1
-2.467687481636344,-1.0975609353922209,31,0.03,0.21,0
0.06834706404243869,0.15932063588330403,32,0.04,0.09,1
-0.2935109036853436,-0.4200864670796198,33,0.06,3.64,0
0.6492172820055159,-0.5882137415624455,34,0.16,2.41,1
-2.1273589660575385,-0.3103453990324764,35,0.19,0.84,0
1.018053675255963,-0.8508555121230515,36,0.12,2.03,1
0.6396637655638814,0.5752481442465294,37,0.36,1.62,0
-0.016286598366475016,0.4088118431412965,38,0.2,1.56,1
-0.9175255766381111,0.06029143424746619,39,0.37,1.85,0
1.5002468278753234,-0.07610071366999939,40,0.4,1.79,1
-1.1023359839024136,1.4637693798029776,41,0.21,1.86,1
-1.361422505039739,1.6521216403136185,42,0.17,0.5,2
0.09518533870960057,0.6180667005185378,43,0.11,0.26,1
0.35386122979858664,0.020367365918070267,44,0.04,0.17,0
1.0784297769533464,-0.07708956493082722,45,0.17,1.53,1
-0.8174015510926429,0.044838869786599324,46,0.15,0.48,1
-1.7448298820151302,-0.14314590160729723,47,0.17,1.95,2
-1.7716607180951494,0.024250661257892804,48,0.19,1.6,0
0.7294626280584378,0.6463776794352794,49,0.34,0.42,0
-0.13689875087320674,-2.6937084036336247,50,0.38,0.77,0
-0.46915223749238255,1.284492660692293,51,0.14,2.98,2
-0.6112236835542225,0.5544384677390081,52,0.39,0.81,2
-0.6484562150298895,1.5971209504278752,53,0.16,2.07,0
-2.0867313383713597,-0.500501664259963,54,0.25,0.62,1
-0.36362612057553195,0.5264394722856024,55,0.33,1.06,1
0.046482420598903194,0.17353105248037842,56,0.27,0.37,0
-2.2752105406032186,1.9968209434796271,57,0.37,0.75,2
0.20756780216477913,-0.62587064132554,58,0.04,0.71,1
1.393450219539271,-1.1091294420780193,59,0.39,1.48,1
0.356649473972502,1.0107652215785257,60,0.12,0.2,0
0.7847305405020173,0.25828700531574,61,0.12,0.86,2
-0.07408525977226198,-0.9921587272065371,62,0.01,0.93,2
0.3522670261594288,-1.2663179461590996,63,0.26,2.14,0
1.0789774774381757,0.8819485470517056,64,0.03,0.4,0
0.03762941152437563,-1.8936065989638362,65,0.17,0.83,0
0.6716898599501177,0.6652311816298565,66,0.04,1.56,2
-1.055662120918417,-0.3860852402175537,67,0.05,0.8,1
0.17744975835954205,0.7332131207561478,68,0.1,0.52,0
-0.3407957856946183,-0.7980562292107471,69,0.39,1.92,0
-0.4876962503718239,-0.9470187974660733,70,0.18,2.22,0
1.7923114109252933,1.8543320345014442,71,0.19,0.93,1
-2.020412768203364,-0.3738963050746182,72,0.29,0.98,0
1.5765794087727512,1.4150064485160365,73,0.22,2.57,2
1.977861011505458,1.2704211400442236,74,0.18,0.21,2
0.47800108028015514,0.3212359646564791,75,0.11,0.98,1
1.4072873509883113,0.4646293967967772,76,0.15,1.73,1
-1.6252447071914484,0.16701551689318764,77,0.04,0.47,2
-1.7589105095934299,0.8383090144286632,78,0.29,0.55,0
0.35027516227904204,-0.12100438172300697,79,0.08,1.52,0
0.2880141648137493,-1.706565203958704,80,0.16,0.54,1
-0.49677146955438545,-0.5830126706045442,81,0.22,0.34,0
0.1079454767647236,-0.2000772291890486,82,0.28,0.29,0
0.18733146791367483,0.2341994834617855,83,0.4,1.33,2
-1.3782872086680296,-1.2207319540343253,84,0.26,1.28,1
1.1323337320112334,-0.8397738742465911,85,0.1,1.1,2
-0.16233766978570596,0.8050829958502603,86,0.23,1.15,2
-0.32731218168294735,2.1722520453393477,87,0.08,0.15,1
-0.9129035846966755,-0.6067947258074253,88,0.07,1.86,0
-2.0158269917155303,0.8429828455533489,89,0.33,0.53,2
-0.3858340415363622,0.6169053760913878,90,0.19,4.67,2
0.5154256074202248,2.441266039709048,91,0.37,0.65,2
0.5556581118880225,-0.4086471431735194,92,0.22,0.42,0
-0.45222280422357536,0.7989421909756889,93,0.06,0.89,1
-1.8998251739422305,-0.49880549986204636,94,0.06,0.59,2
-1.5332924303429465,-0.9635426681778566,95,0.38,0.45,0
1.1999301785731584,-0.9087473053667621,96,0.11,0.5,1
-0.4499139088939721,0.8390002280987908,97,0.11,0.19,0
-1.5383619545977854,0.1171862302229215,98,0.06,0.34,1
-1.1983941319107603,0.19971347612951038,99,0.22,0.6,1
-0.4500160756456533,1.0105505198025249,100,0.29,2.69,2
-0.08232201431180958,0.47086481051342466,101,0.28,1.01,0
1.443800601748786,-0.07375878289405285,102,0.28,1.38,1
1.341923601473378,0.7205370932857557,103,0.05,0.27,0
0.9328436330428376,-0.7117142136740838,104,0.28,1.33,2
0.22358118317527592,0.1607793858664794,105,0.18,2.28,0
0.7558089279213316,1.1402365673847774,106,0.21,0.47,2
1.026020031440984,0.6456159106684399,107,0.28,1.05,0
-0.5129291203990639,-0.4504107497971849,108,0.17,0.55,0
0.5203754411474816,-1.126192526408088,109,0.16,0.96,2
-0.3158638500959875,-0.08335518707656042,110,0.27,0.5,2
0.4806196324329214,0.5924567594218523,111,0.19,0.45,1
-1.138852958013565,0.6771107581669518,112,0.38,1.22,0
-1.880084935765647,-0.6238674701027326,113,0.17,0.75,0
0.9351939754727111,-0.281884758772859,114,0.34,0.63,2
0.43973802377479043,2.51194686413524,115,0.16,0.4,0
-0.19771943046821194,-0.17205058590404526,116,0.0,0.85,0
-2.076246510379124,0.34686748200888246,117,0.31,0.74,2
1.4350781815256444,0.2140907740157167,118,0.05,0.27,0
0.09616453071130274,2.9750166644237868,119,0.03,1.75,0
0.17876666365569457,0.17651095820514168,120,0.08,1.47,0
0.1251992702064728,-0.9975860373669105,121,0.2,0.33,0
