x1,x2,id,stop,event
1.9289571893320223,-0.6076825118909078,1,0.18,1
-2.0716992356741057,-0.8010096944383682,2,0.53,2
1.726906654978512,0.2824225524107063,3,1.12,1
-0.28163214093756717,0.18800972915824063,4,2.07,2
0.31042389189142267,1.0016903424319834,5,1.21,1
0.110101686674646,1.3156882311001799,6,1.27,0
-0.5308623660459791,-0.052585492229453024,7,2.89,1
-0.5510063934916279,0.06492880847459569,8,0.12,2
2.0625735899770503,-1.6810778800629584,9,0.3,1
-1.5448134707487753,-0.6812694985552612,10,0.77,0
1.1313167678092764,0.2661050282846497,11,0.09,2
-0.8633854783019882,0.0565501528406134,12,1.98,0
-1.4231869544156102,-1.218702735350207,13,0.15,2
-0.7720558623744435,0.5176441997474639,14,1.39,2
-0.3149067090644009,0.06816294250763563,15,1.88,0
1.303884063415558,-0.4119211870803251,16,0.15,0
1.3868748664034358,-0.9935963566029844,17,0.77,1
2.2560505203638943,-1.4643795933435781,18,0.87,1
-2.149965767956606,0.21498990394222925,19,0.87,2
-0.21066989465960903,0.7889379436273386,20,0.1,0
0.8630338602364716,-1.5180119682999633,21,1.5,1
-0.024972008944075582,2.579801154009113,22,0.01,0
-0.36528262046028037,1.7492341215440235,23,0.37,0
0.10717230861714103,-0.34407467761342886,24,0.89,1
-1.1005979118881424,-0.6511260824554251,25,2.83,1
-1.6155245047735585,1.6369680406180924,26,0.21,2
-0.08798759325779994,-0.7066128361454983,27,0.52,0
0.9565708253428936,-0.9985082861114232,28,0.37,1
0.6064625502525944,0.8414162072393279,29,0.09,1
1.1005693057058354,0.4654803322550913,30,2.06,1
1.479507479625907,-0.07739184329701713,31,0.06,0
0.7550193012026529,1.4948111084449656,32,0.1,0
0.4404867091655037,1.1377342700987658,33,0.25,2
-2.4577707790189374,0.7389348442560865,34,0.99,2
0.7246282468141573,-0.07029643526971995,35,1.26,1
1.1421785116211791,2.2472148343497276,36,2.91,0
0.7717537069900602,0.9822787625828882,37,1.21,0
-0.26043832940420664,-0.4640263055012626,38,0.04,2
0.11940106733511963,-1.0685826774045075,39,0.25,0
0.0008575989357808953,0.9392445852370224,40,2.32,1
-0.1027787898508595,-0.23599020693931597,41,1.72,0
-0.7468755033222467,1.1943146902331676,42,2.45,1
0.14000976210166668,0.20449174184090996,43,4.01,2
0.5310339021597917,1.1822768602938551,44,0.35,2
-0.8686737015564602,-0.3248625164678105,45,0.28,2
1.2601543584723829,-0.39894723068392046,46,3.28,0
0.5274543540960449,2.7045157591018727,47,1.86,0
-1.216283599007536,0.3148636794769924,48,0.54,2
0.7789011563056419,1.6601043040466286,49,0.01,2
0.04191444272005437,-1.2740776682196369,50,1.33,0
-1.0875130916340452,-0.16260848032802339,51,0.78,0
-1.6878450940075085,2.022029872761998,52,1.26,1
-1.0377000940877288,1.1913337017768302,53,2.11,0
0.5262730501598578,-0.04098388853432228,54,0.35,0
0.27602892894059794,-1.583740266139795,55,1.3,0
-0.5026167351624068,0.3919987770089732,56,0.47,0
-0.04548008731454101,0.2978289863014459,57,1.04,1
0.1987176605265053,1.1639776408341829,58,1.44,0
-0.8290963752786522,0.21316733468140864,59,0.18,0
1.0184629671588723,-0.27855216179713516,60,0.4,1
-0.5989099265248033,0.8282353848169611,61,0.31,2
0.8666908725409342,-0.7174170027798934,62,0.33,0
-0.8908908672784361,0.39251836172168064,63,0.84,0
0.9524644575576472,-0.748475348149248,64,1.22,1
-0.849971217299828,0.5517615709339546,65,0.45,0
2.768999558587698,-0.2441425305993975,66,0.34,1
