"hazard","time","strata"
0.151060792421993,0.1,"provider=0"
0.218998439069835,0.2,"provider=0"
0.298298259662794,0.3,"provider=0"
0.392773698710764,0.4,"provider=0"
0.467849783727035,0.5,"provider=0"
0.578522445466277,0.6,"provider=0"
0.578522445466277,0.7,"provider=0"
0.613394952271509,0.8,"provider=0"
0.728345431168914,0.9,"provider=0"
0.776420442494747,1,"provider=0"
0.840642995571181,1.1,"provider=0"
0.840642995571181,1.2,"provider=0"
1.07833249606099,1.3,"provider=0"
1.07833249606099,1.4,"provider=0"
1.31742694288255,1.5,"provider=0"
1.31742694288255,1.6,"provider=0"
1.58498690467816,1.7,"provider=0"
2.01092615552354,1.9,"provider=0"
2.01092615552354,2,"provider=0"
2.01092615552354,2.1,"provider=0"
0.169207111219495,0.1,"provider=1"
0.321201843080431,0.2,"provider=1"
0.506590776512056,0.3,"provider=1"
0.680028206615223,0.4,"provider=1"
0.782908151591671,0.5,"provider=1"
0.941200366920215,0.6,"provider=1"
1.17460567457391,0.7,"provider=1"
1.17460567457391,0.8,"provider=1"
1.38933084584138,0.9,"provider=1"
1.51589296744574,1.1,"provider=1"
1.72037879840275,1.3,"provider=1"
1.94643725366776,1.6,"provider=1"
2.23810322771553,1.8,"provider=1"
2.23810322771553,1.9,"provider=1"
2.23810322771553,2,"provider=1"
2.23810322771553,2.2,"provider=1"
2.23810322771553,2.5,"provider=1"
0.0946406775978165,0.1,"provider=2"
0.116560494753554,0.2,"provider=2"
0.253391301263379,0.3,"provider=2"
0.287461551899868,0.4,"provider=2"
0.307081002633349,0.5,"provider=2"
0.390485341893521,0.6,"provider=2"
0.417982933119586,0.7,"provider=2"
0.516371271095092,0.8,"provider=2"
0.630245609051935,0.9,"provider=2"
0.722690518568867,1,"provider=2"
0.778185692818889,1.1,"provider=2"
0.896416466305733,1.2,"provider=2"
0.896416466305733,1.3,"provider=2"
0.896416466305733,1.4,"provider=2"
1.08846802761191,1.5,"provider=2"
1.30800228438794,1.6,"provider=2"
1.30800228438794,1.7,"provider=2"
1.30800228438794,1.8,"provider=2"
1.30800228438794,1.9,"provider=2"
1.30800228438794,2.5,"provider=2"
1.30800228438794,3.1,"provider=2"
3.03591161247353,3.9,"provider=2"
0.300706314848781,0.1,"provider=3"
0.459360751317234,0.2,"provider=3"
0.660172486360838,0.3,"provider=3"
0.817402663775428,0.4,"provider=3"
0.996198528389117,0.5,"provider=3"
1.1827020577354,0.6,"provider=3"
1.41205738548316,0.7,"provider=3"
1.90865831811849,0.8,"provider=3"
2.42061198835933,0.9,"provider=3"
2.42061198835933,1.1,"provider=3"
2.42061198835933,2.5,"provider=3"
0.0608322140647605,0.1,"provider=4"
0.126914133138071,0.2,"provider=4"
0.175552826459779,0.3,"provider=4"
0.250897345622694,0.4,"provider=4"
0.316201071506367,0.5,"provider=4"
0.384361079115487,0.6,"provider=4"
0.464468317621935,0.7,"provider=4"
0.496847933434724,0.8,"provider=4"
0.535121558773491,0.9,"provider=4"
0.621498750079771,1,"provider=4"
0.718975865171518,1.2,"provider=4"
0.718975865171518,1.3,"provider=4"
0.818855952867365,1.4,"provider=4"
0.963427738436457,1.5,"provider=4"
1.15432159290837,1.6,"provider=4"
1.15432159290837,1.9,"provider=4"
1.15432159290837,2.3,"provider=4"
1.15432159290837,2.5,"provider=4"
1.15432159290837,3.2,"provider=4"
