"hazard","time","strata"
0.207004482111593,0.1,"0"
0.38301490800069,0.2,"0"
0.527643281479245,0.3,"0"
0.620786015643337,0.4,"0"
0.728540382452105,0.5,"0"
0.858952354355444,0.6,"0"
0.952019484657405,0.7,"0"
1.05248006836546,0.8,"0"
1.13121878169986,0.9,"0"
1.19269178171122,1,"0"
1.28406226483644,1.1,"0"
1.40346608473839,1.2,"0"
1.55896017349229,1.3,"0"
1.66098382225514,1.4,"0"
1.75762824043388,1.5,"0"
1.84495261133492,1.6,"0"
1.94888159111567,1.7,"0"
2.07505495999511,1.8,"0"
2.07505495999511,1.9,"0"
2.13104272426708,2,"0"
2.13104272426708,2.1,"0"
2.34061981411055,2.2,"0"
2.59193248444177,2.3,"0"
2.75636672744375,2.5,"0"
2.96814685086808,3.1,"0"
2.96814685086808,3.2,"0"
2.96814685086808,4.3,"0"
2.96814685086808,4.5,"0"
