"hazard","time","strata"
0.123412809495534,0.1,"0"
0.231793634153646,0.2,"0"
0.320517763743048,0.3,"0"
0.422985706801549,0.4,"0"
0.506455258112349,0.5,"0"
0.657025875939345,0.6,"0"
0.761820248041067,0.7,"0"
0.80418363471936,0.8,"0"
0.882149289641577,0.9,"0"
1.00606025202521,1,"0"
1.11138180844706,1.1,"0"
1.19247708951359,1.2,"0"
1.31643989735471,1.3,"0"
1.50924819522701,1.4,"0"
1.62610861154229,1.5,"0"
1.7000607814293,1.6,"0"
1.78501172763925,1.7,"0"
2.06564009313129,1.8,"0"
2.06564009313129,2,"0"
2.43335044494221,2.2,"0"
2.43335044494221,2.4,"0"
2.7558457291756,2.5,"0"
2.7558457291756,2.6,"0"
2.7558457291756,2.7,"0"
3.71120036350654,3.2,"0"
3.71120036350654,3.4,"0"
3.71120036350654,4.6,"0"
