"hazard","time","strata"
0.111002825376219,0.1,"0"
0.213311550386123,0.2,"0"
0.298629610812584,0.3,"0"
0.395998803810236,0.4,"0"
0.477525111069461,0.5,"0"
0.615853805007013,0.6,"0"
0.714904683413132,0.7,"0"
0.756651907160679,0.8,"0"
0.832658046385802,0.9,"0"
0.9475462049714,1,"0"
1.04534240742643,1.1,"0"
1.12287201403888,1.2,"0"
1.23684174815237,1.3,"0"
1.41041938991058,1.4,"0"
1.51890669541626,1.5,"0"
1.58921553136316,1.6,"0"
1.66949270833884,1.7,"0"
1.92269184895036,1.8,"0"
1.92269184895036,2,"0"
2.24134637757459,2.2,"0"
2.24134637757459,2.4,"0"
2.54078836765999,2.5,"0"
2.54078836765999,2.6,"0"
2.54078836765999,2.7,"0"
3.40389900192338,3.2,"0"
3.40389900192338,3.4,"0"
3.40389900192338,4.6,"0"
