"hazard","time","strata"
0.108322989243826,0.1,"0"
0.194394372338585,0.2,"0"
0.285230308261662,0.3,"0"
0.424395710436846,0.4,"0"
0.50358237132467,0.5,"0"
0.605998514898314,0.6,"0"
0.746922766903804,0.7,"0"
0.845628788883777,0.8,"0"
0.95783937553261,0.9,"0"
1.04519918960659,1,"0"
1.16146368260507,1.1,"0"
1.23172516026729,1.2,"0"
1.31447669516275,1.3,"0"
1.38085913442073,1.4,"0"
1.50252204104488,1.5,"0"
1.55716520486419,1.6,"0"
1.73835345935054,1.7,"0"
1.73835345935054,1.8,"0"
1.85702022398488,1.9,"0"
1.98664402157279,2,"0"
2.034609090511,2.1,"0"
2.09149526793941,2.2,"0"
2.23412518418552,2.3,"0"
2.43596625915094,2.4,"0"
2.55562398656148,2.6,"0"
2.71056580912782,2.7,"0"
2.89159084840512,2.8,"0"
3.17789789467714,3,"0"
3.5994721734596,3.4,"0"
3.5994721734596,3.8,"0"
3.5994721734596,3.9,"0"
