"lambda","dev_ratio","df"
0.184430755262012,0,0
0.168046435276996,0.00684625814515138,1
0.153117653122371,0.0125313844081838,1
0.139515102828915,0.0180227348062949,2
0.12712096561333,0.0269982313243262,2
0.115827889388304,0.0344871290438776,2
0.105538058930087,0.0407347819449486,2
0.0961623486498174,0.0459463704474351,2
0.0876195506303062,0.0502927554225425,2
0.0798356712419105,0.0544005757392869,3
0.0727432902451092,0.0587511215538202,3
0.0662809768286427,0.0623812527027952,3
0.060392757525213,0.0654091461489547,3
0.0550276313960875,0.0679338484195986,3
0.0501391282853663,0.0700383078998291,3
0.0456849063177225,0.0717919491644383,3
0.0416263851533339,0.0732528449079668,3
0.0379284118234366,0.0744695463167673,3
0.0345589562521258,0.0754826239798184,3
0.0314888338271616,0.0763259638583297,3
0.0286914526168192,0.0770278562741032,3
0.0261425830432979,0.0776119102148325,3
0.0238201480177094,0.0780978203835271,3
0.021704031718895,0.0785020102433687,3
0.0197759053598064,0.0788381707392201,3
0.0180190684323203,0.0791177113323169,3
0.0164183040554265,0.0793501373951638,3
0.0149597471738846,0.0795433658085128,3
0.0136307644657476,0.0797037694446404,3
0.0124198449185716,0.079837303266412,3
0.0113165001265327,0.0799482841441811,3
0.0103111734448728,0.0800405125772331,3
0.00939515721481513,0.0801171508721014,3
0.00856051734198928,0.0801808294838627,3
0.00780002457510139,0.0802337362533962,3
0.00710709188961794,0.0802776905270918,3
0.00647571743411032,0.080314205035979,3
0.00590043254508908,0.0803445374114157,3
0.0053762543800569,0.0803697330826584,3
0.00489864275851061,0.0803906609893335,3
0.00446346083706972,0.0804077983168141,3
0.00406693927811799,0.0804222706747695,3
