"hazard","time","strata"
0.133559665208473,0.1,"0"
0.22510108904684,0.2,"0"
0.332918816338726,0.3,"0"
0.420477119774569,0.4,"0"
0.487898887531043,0.5,"0"
0.542672481613511,0.6,"0"
0.59456620165449,0.7,"0"
0.697397815448763,0.8,"0"
0.746449966546103,0.9,"0"
0.861937121863894,1,"0"
0.985633721702799,1.1,"0"
1.10939735363273,1.2,"0"
1.23680071859894,1.3,"0"
1.2871920452894,1.4,"0"
1.34143206920754,1.5,"0"
1.40184257113004,1.6,"0"
1.46384360159485,1.7,"0"
1.46384360159485,1.9,"0"
1.46384360159485,2,"0"
1.61713261895476,2.1,"0"
1.78982490983689,2.2,"0"
2.00035202730309,2.3,"0"
2.00035202730309,2.4,"0"
2.00035202730309,2.6,"0"
2.24333621675171,2.7,"0"
2.49661139710794,2.8,"0"
2.77447553460771,3.2,"0"
3.10604407954016,3.4,"0"
3.10604407954016,3.6,"0"
3.10604407954016,3.7,"0"
3.72924980827304,4.2,"0"
4.5754924661035,4.7,"0"
